"idcasilla","entidad","estado","id_municipio","municipio","casilla","dia","Opcion1_Actual_mas_Toluca_y_StLucia","Opcion2_continuar_construccion_en_texcoco","nulos","total"
3017401,30,"VERACRUZ",174,"TIHUATLAN","TIHUATLAN 01",27,11,5,0,16
3018001,30,"VERACRUZ",180,"TLALIXCOYAN","TLALIXCOYAN 01",27,138,4,1,143
3018201,30,"VERACRUZ",182,"TLAPACOYAN","TLAPACOYAN 01",27,58,5,0,63
3018801,30,"VERACRUZ",188,"TUXPAN","TUXPAN 01",27,98,18,3,119
3019001,30,"VERACRUZ",190,"URSULO GALVAN","URSULO GALVAN 01",27,18,3,0,21
3019101,30,"VERACRUZ",191,"VEGA DE ALATORRE","VEGA DE ALATORRE 01",27,28,2,0,30
3019201,30,"VERACRUZ",192,"VERACRUZ","VERACRUZ 01",27,30,24,0,54
3019202,30,"VERACRUZ",192,"VERACRUZ","VERACRUZ 02",27,118,30,0,148
3019203,30,"VERACRUZ",192,"VERACRUZ","VERACRUZ 03",27,195,85,2,282
3019204,30,"VERACRUZ",192,"VERACRUZ","VERACRUZ 04",27,148,31,0,179
3019205,30,"VERACRUZ",192,"VERACRUZ","VERACRUZ 05",27,116,26,2,144
3019206,30,"VERACRUZ",192,"VERACRUZ","VERACRUZ 06",27,162,37,2,201
3019207,30,"VERACRUZ",192,"VERACRUZ","VERACRUZ 07",27,290,105,2,397
3019401,30,"VERACRUZ",194,"XICO","XICO 01",27,56,8,1,65
3020101,30,"VERACRUZ",201,"ZONGOLICA","ZONGOLICA 01",27,86,5,0,91
3020401,30,"VERACRUZ",204,"TRES VALLES","TRES VALLES 01",27,133,6,0,139
3020501,30,"VERACRUZ",205,"NANCHITAL DE LAZARO CARDENAS DEL RIO","NANCHITAL DE LAZARO CARDENAS DEL RIO 01",27,105,12,0,117
3020601,30,"VERACRUZ",206,"AGUA DULCE","AGUA DULCE 01",27,61,3,0,64
3020701,30,"VERACRUZ",207,"EL HIGO","EL HIGO 01",27,13,5,0,18
3020801,30,"VERACRUZ",208,"CARLOS A. CARRILLO","CARLOS A. CARRILLO 01",27,44,3,0,47
3020901,30,"VERACRUZ",209,"UXPANAPA","UXPANAPA 01",27,35,4,0,39
3021101,30,"VERACRUZ",211,"SAN RAFAEL","SAN RAFAEL 01",27,24,5,1,30
3101901,31,"YUCATAN",19,"CHEMAX","CHEMAX 01",27,81,4,4,89
3103801,31,"YUCATAN",38,"HUNUCMA","HUNUCMA 01",27,59,11,0,70
3104001,31,"YUCATAN",40,"IZAMAL","IZAMAL 01",27,91,17,1,109
3104101,31,"YUCATAN",41,"KANASIN","KANASIN 01",27,62,7,1,70
3104801,31,"YUCATAN",48,"MAXCANU","MAXCANU 01",27,50,3,0,53
3105001,31,"YUCATAN",50,"MERIDA","MERIDA 01",27,143,62,2,207
3105002,31,"YUCATAN",50,"MERIDA","MERIDA 02",27,139,45,0,184
3105003,31,"YUCATAN",50,"MERIDA","MERIDA 03",27,116,110,0,226
3105004,31,"YUCATAN",50,"MERIDA","MERIDA 04",27,15,1,0,16
3105005,31,"YUCATAN",50,"MERIDA","MERIDA 05",27,87,15,0,102
3105006,31,"YUCATAN",50,"MERIDA","MERIDA 06",27,692,298,4,994
3105007,31,"YUCATAN",50,"MERIDA","MERIDA 07",27,316,111,1,428
3105008,31,"YUCATAN",50,"MERIDA","MERIDA 08",27,224,161,2,387
3105009,31,"YUCATAN",50,"MERIDA","MERIDA 09",27,65,17,0,82
3105010,31,"YUCATAN",50,"MERIDA","MERIDA 10",27,249,96,0,345
3105201,31,"YUCATAN",52,"MOTUL","MOTUL 01",27,104,30,1,135
3105601,31,"YUCATAN",56,"OXKUTZCAB","OXKUTZCAB 01",27,64,11,1,76
3105801,31,"YUCATAN",58,"PETO","PETO 01",27,109,3,1,113
3105901,31,"YUCATAN",59,"PROGRESO","PROGRESO 01",27,65,10,0,75
3107901,31,"YUCATAN",79,"TEKAX","TEKAX 01",27,81,5,0,86
3108901,31,"YUCATAN",89,"TICUL","TICUL 01",27,106,4,0,110
3109601,31,"YUCATAN",96,"TIZIMIN","TIZIMIN 01",27,91,14,1,106
3110101,31,"YUCATAN",101,"UMAN","UMAN 01",27,90,23,0,113
3110201,31,"YUCATAN",102,"VALLADOLID","VALLADOLID 01",27,220,55,0,275
3201001,32,"ZACATECAS",10,"FRESNILLO","FRESNILLO 01",27,184,86,2,272
3201002,32,"ZACATECAS",10,"FRESNILLO","FRESNILLO 02",27,56,21,0,77
3201701,32,"ZACATECAS",17,"GUADALUPE","GUADALUPE 01",27,157,28,0,185
3205601,32,"ZACATECAS",56,"ZACATECAS","ZACATECAS 01",27,245,99,0,344
100101,1,"AGUASCALIENTES",1,"AGUASCALIENTES","AGUASCALIENTES 01",28,75,24,1,100
100102,1,"AGUASCALIENTES",1,"AGUASCALIENTES","AGUASCALIENTES 02",28,123,58,0,181
100103,1,"AGUASCALIENTES",1,"AGUASCALIENTES","AGUASCALIENTES 03",28,103,26,0,129
100104,1,"AGUASCALIENTES",1,"AGUASCALIENTES","AGUASCALIENTES 04",28,83,21,3,107
100105,1,"AGUASCALIENTES",1,"AGUASCALIENTES","AGUASCALIENTES 05",28,177,85,0,262
100106,1,"AGUASCALIENTES",1,"AGUASCALIENTES","AGUASCALIENTES 06",28,449,190,2,641
100107,1,"AGUASCALIENTES",1,"AGUASCALIENTES","AGUASCALIENTES 07",28,136,32,0,168
100108,1,"AGUASCALIENTES",1,"AGUASCALIENTES","AGUASCALIENTES 08",28,153,94,0,247
100109,1,"AGUASCALIENTES",1,"AGUASCALIENTES","AGUASCALIENTES 09",28,48,25,0,73
100110,1,"AGUASCALIENTES",1,"AGUASCALIENTES","AGUASCALIENTES 10",28,39,25,0,64
100501,1,"AGUASCALIENTES",5,"JESUS MARIA","JESUS MARIA 01",28,156,61,0,217
200101,2,"BAJA CALIFORNIA",1,"ENSENADA","ENSENADA 01",28,55,10,0,65
200102,2,"BAJA CALIFORNIA",1,"ENSENADA","ENSENADA 02",28,76,10,0,86
200103,2,"BAJA CALIFORNIA",1,"ENSENADA","ENSENADA 03",28,81,11,0,92
200104,2,"BAJA CALIFORNIA",1,"ENSENADA","ENSENADA 04",28,131,28,0,159
200105,2,"BAJA CALIFORNIA",1,"ENSENADA","ENSENADA 05",28,451,97,2,550
200106,2,"BAJA CALIFORNIA",1,"ENSENADA","ENSENADA 06",28,42,7,0,49
200201,2,"BAJA CALIFORNIA",2,"MEXICALI","MEXICALI 01",28,238,65,0,303
200202,2,"BAJA CALIFORNIA",2,"MEXICALI","MEXICALI 02",28,221,54,0,275
200203,2,"BAJA CALIFORNIA",2,"MEXICALI","MEXICALI 03",28,340,67,0,407
200204,2,"BAJA CALIFORNIA",2,"MEXICALI","MEXICALI 04",28,181,31,0,212
200205,2,"BAJA CALIFORNIA",2,"MEXICALI","MEXICALI 05",28,355,65,0,420
200206,2,"BAJA CALIFORNIA",2,"MEXICALI","MEXICALI 06",28,60,0,0,60
200207,2,"BAJA CALIFORNIA",2,"MEXICALI","MEXICALI 07",28,19,5,0,24
200208,2,"BAJA CALIFORNIA",2,"MEXICALI","MEXICALI 08",28,48,18,0,66
200209,2,"BAJA CALIFORNIA",2,"MEXICALI","MEXICALI 09",28,35,0,0,35
200210,2,"BAJA CALIFORNIA",2,"MEXICALI","MEXICALI 10",28,208,18,0,226
200301,2,"BAJA CALIFORNIA",3,"TECATE","TECATE 01",28,244,39,0,283
200401,2,"BAJA CALIFORNIA",4,"TIJUANA","TIJUANA 01",28,171,32,1,204
200402,2,"BAJA CALIFORNIA",4,"TIJUANA","TIJUANA 02",28,400,43,0,443
200403,2,"BAJA CALIFORNIA",4,"TIJUANA","TIJUANA 03",28,466,145,4,615
200404,2,"BAJA CALIFORNIA",4,"TIJUANA","TIJUANA 04",28,439,40,3,482
200405,2,"BAJA CALIFORNIA",4,"TIJUANA","TIJUANA 05",28,326,45,1,372
200406,2,"BAJA CALIFORNIA",4,"TIJUANA","TIJUANA 06",28,460,111,3,574
200407,2,"BAJA CALIFORNIA",4,"TIJUANA","TIJUANA 07",28,282,36,4,322
200408,2,"BAJA CALIFORNIA",4,"TIJUANA","TIJUANA 08",28,364,43,0,407
200409,2,"BAJA CALIFORNIA",4,"TIJUANA","TIJUANA 09",28,173,19,1,193
200410,2,"BAJA CALIFORNIA",4,"TIJUANA","TIJUANA 10",28,183,14,1,198
200501,2,"BAJA CALIFORNIA",5,"PLAYAS DE ROSARITO","PLAYAS DE ROSARITO 01",28,361,84,0,445
300301,3,"BAJA CALIFORNIA SUR",3,"LA PAZ","LA PAZ 01",28,403,114,4,521
300302,3,"BAJA CALIFORNIA SUR",3,"LA PAZ","LA PAZ 02",28,338,89,2,429
300303,3,"BAJA CALIFORNIA SUR",3,"LA PAZ","LA PAZ 03",28,223,50,2,275
300401,3,"BAJA CALIFORNIA SUR",4,"LOS CABOS","LOS CABOS 01",28,163,81,1,245
300402,3,"BAJA CALIFORNIA SUR",4,"LOS CABOS","LOS CABOS 02",28,168,32,0,200
300403,3,"BAJA CALIFORNIA SUR",4,"LOS CABOS","LOS CABOS 03",28,127,24,0,151
400101,4,"CAMPECHE",1,"CAMPECHE","CAMPECHE 01",28,345,115,1,461
400102,4,"CAMPECHE",1,"CAMPECHE","CAMPECHE 02",28,282,46,1,329
400103,4,"CAMPECHE",1,"CAMPECHE","CAMPECHE 03",28,297,20,1,318
400201,4,"CAMPECHE",2,"CALKINI","CALKINI 01",28,206,13,0,219
400301,4,"CAMPECHE",3,"CARMEN","CARMEN 01",28,229,31,2,262
400302,4,"CAMPECHE",3,"CARMEN","CARMEN 02",28,437,73,2,512
400401,4,"CAMPECHE",4,"CHAMPOTON","CHAMPOTON 01",28,125,13,2,140
400501,4,"CAMPECHE",5,"HECELCHAKAN","HECELCHAKAN 01",28,222,13,1,236
400601,4,"CAMPECHE",6,"HOPELCHEN","HOPELCHEN 01",28,49,5,0,54
400901,4,"CAMPECHE",9,"ESCARCEGA","ESCARCEGA 01",28,152,37,1,190
401001,4,"CAMPECHE",10,"CANDELARIA","CANDELARIA 01",28,43,6,0,49
401101,4,"CAMPECHE",11,"CALAKMUL","CALAKMUL 01",28,89,9,0,98
500201,5,"COAHUILA",2,"ACUÑA","ACUÑA 01",28,135,22,0,157
501701,5,"COAHUILA",17,"MATAMOROS","MATAMOROS 01",28,134,17,1,152
501801,5,"COAHUILA",18,"MONCLOVA","MONCLOVA 01",28,133,40,0,173
501802,5,"COAHUILA",18,"MONCLOVA","MONCLOVA 02",28,156,59,0,215
502501,5,"COAHUILA",25,"PIEDRAS NEGRAS","PIEDRAS NEGRAS 01",28,179,26,0,205
502502,5,"COAHUILA",25,"PIEDRAS NEGRAS","PIEDRAS NEGRAS 02",28,83,7,0,90
503001,5,"COAHUILA",30,"SALTILLO","SALTILLO 01",28,302,163,1,466
503002,5,"COAHUILA",30,"SALTILLO","SALTILLO 02",28,100,24,0,124
503003,5,"COAHUILA",30,"SALTILLO","SALTILLO 03",28,45,17,1,63
503004,5,"COAHUILA",30,"SALTILLO","SALTILLO 04",28,201,122,2,325
503005,5,"COAHUILA",30,"SALTILLO","SALTILLO 05",28,103,58,1,162
503006,5,"COAHUILA",30,"SALTILLO","SALTILLO 06",28,83,34,1,118
503007,5,"COAHUILA",30,"SALTILLO","SALTILLO 07",28,23,6,0,29
503008,5,"COAHUILA",30,"SALTILLO","SALTILLO 08",28,23,6,0,29
503301,5,"COAHUILA",33,"SAN PEDRO","SAN PEDRO 01",28,115,32,0,147
503501,5,"COAHUILA",35,"TORREON","TORREON 01",28,191,67,0,258
503502,5,"COAHUILA",35,"TORREON","TORREON 02",28,155,89,1,245
503503,5,"COAHUILA",35,"TORREON","TORREON 03",28,87,77,1,165
503504,5,"COAHUILA",35,"TORREON","TORREON 04",28,217,65,0,282
503505,5,"COAHUILA",35,"TORREON","TORREON 05",28,171,123,1,295
503506,5,"COAHUILA",35,"TORREON","TORREON 06",28,43,19,0,62
503507,5,"COAHUILA",35,"TORREON","TORREON 07",28,179,129,3,311
503508,5,"COAHUILA",35,"TORREON","TORREON 08",28,50,14,0,64
600101,6,"COLIMA",1,"COLIMA","COLIMA 01",28,311,118,2,431
600102,6,"COLIMA",1,"COLIMA","COLIMA 02",28,125,62,0,187
600501,6,"COLIMA",5,"VILLA DE ALVAREZ","VILLA DE ALVAREZ 01",28,265,72,1,338
600801,6,"COLIMA",8,"MANZANILLO","MANZANILLO 01",28,164,30,0,194
600802,6,"COLIMA",8,"MANZANILLO","MANZANILLO 02",28,122,36,1,159
601001,6,"COLIMA",10,"TECOMAN","TECOMAN 01",28,181,26,2,209
700201,7,"CHIAPAS",2,"ACALA","ACALA 01",28,50,3,0,53
700301,7,"CHIAPAS",3,"ACAPETAHUA","ACAPETAHUA 01",28,39,6,2,47
700401,7,"CHIAPAS",4,"ALTAMIRANO","ALTAMIRANO 01",28,80,8,0,88
700601,7,"CHIAPAS",6,"AMATENANGO DE LA FRONTERA","AMATENANGO DE LA FRONTERA 01",28,4,0,0,4
700801,7,"CHIAPAS",8,"ANGEL ALBINO CORZO","ANGEL ALBINO CORZO 01",28,39,5,0,44
700901,7,"CHIAPAS",9,"ARRIAGA","ARRIAGA 01",28,212,44,4,260
701201,7,"CHIAPAS",12,"BERRIOZABAL","BERRIOZABAL 01",28,79,9,0,88
701301,7,"CHIAPAS",13,"BOCHIL","BOCHIL 01",28,62,8,0,70
701501,7,"CHIAPAS",15,"CACAHOATAN","CACAHOATAN 01",28,134,9,0,143
701701,7,"CHIAPAS",17,"CINTALAPA","CINTALAPA 01",28,150,12,1,163
701901,7,"CHIAPAS",19,"COMITAN DE DOMINGUEZ","COMITAN DE DOMINGUEZ 01",28,335,47,2,384
702001,7,"CHIAPAS",20,"LA CONCORDIA","LA CONCORDIA 01",28,35,4,1,40
702101,7,"CHIAPAS",21,"COPAINALA","COPAINALA 01",28,63,11,1,75
702301,7,"CHIAPAS",23,"CHAMULA","CHAMULA 01",28,,,,
702601,7,"CHIAPAS",26,"CHENALHO","CHENALHO 01",28,16,3,0,19
702701,7,"CHIAPAS",27,"CHIAPA DE CORZO","CHIAPA DE CORZO 01",28,84,10,3,97
703001,7,"CHIAPAS",30,"CHICOMUSELO","CHICOMUSELO 01",28,45,6,0,51
703101,7,"CHIAPAS",31,"CHILON","CHILON 01",28,61,1,0,62
703201,7,"CHIAPAS",32,"ESCUINTLA","ESCUINTLA 01",28,101,6,2,109
703401,7,"CHIAPAS",34,"FRONTERA COMALAPA","FRONTERA COMALAPA 01",28,316,4,1,321
703701,7,"CHIAPAS",37,"HUEHUETAN","HUEHUETAN 01",28,150,4,1,155
703801,7,"CHIAPAS",38,"HUITIUPAN","HUITIUPAN 01",28,100,2,0,102
704001,7,"CHIAPAS",40,"HUIXTLA","HUIXTLA 01",28,98,8,0,106
704101,7,"CHIAPAS",41,"LA INDEPENDENCIA","LA INDEPENDENCIA 01",28,162,24,3,189
704401,7,"CHIAPAS",44,"IXTAPA","IXTAPA 01",28,64,3,0,67
704601,7,"CHIAPAS",46,"JIQUIPILAS","JIQUIPILAS 01",28,38,3,0,41
704801,7,"CHIAPAS",48,"JUAREZ","JUAREZ 01",28,37,3,0,40
704901,7,"CHIAPAS",49,"LARRAINZAR","LARRAINZAR 01",28,212,50,0,262
705101,7,"CHIAPAS",51,"MAPASTEPEC","MAPASTEPEC 01",28,31,5,0,36
705201,7,"CHIAPAS",52,"LAS MARGARITAS","LAS MARGARITAS 01",28,79,14,1,94
705401,7,"CHIAPAS",54,"MAZATAN","MAZATAN 01",28,39,2,0,41
705701,7,"CHIAPAS",57,"MOTOZINTLA","MOTOZINTLA 01",28,215,17,2,234
705901,7,"CHIAPAS",59,"OCOSINGO","OCOSINGO 01",28,176,6,0,182
705902,7,"CHIAPAS",59,"OCOSINGO","OCOSINGO 02",28,36,4,0,40
706101,7,"CHIAPAS",61,"OCOZOCOAUTLA DE ESPINOSA","OCOZOCOAUTLA DE ESPINOSA 01",28,137,12,2,151
706401,7,"CHIAPAS",64,"OXCHUC","OXCHUC 01",28,,,,
706501,7,"CHIAPAS",65,"PALENQUE","PALENQUE 01",28,186,23,1,210
706801,7,"CHIAPAS",68,"PICHUCALCO","PICHUCALCO 01",28,130,12,1,143
706901,7,"CHIAPAS",69,"PIJIJIAPAN","PIJIJIAPAN 01",28,192,17,2,211
707101,7,"CHIAPAS",71,"PUEBLO NUEVO SOLISTAHUACAN","PUEBLO NUEVO SOLISTAHUACAN 01",28,218,5,1,224
707301,7,"CHIAPAS",73,"REFORMA","REFORMA 01",28,158,18,0,176
707401,7,"CHIAPAS",74,"LAS ROSAS","LAS ROSAS 01",28,285,15,1,301
707501,7,"CHIAPAS",75,"SABANILLA","SABANILLA 01",28,203,2,0,205
707601,7,"CHIAPAS",76,"SALTO DE AGUA","SALTO DE AGUA 01",28,63,6,0,69
707701,7,"CHIAPAS",77,"SAN CRISTOBAL DE LAS CASAS","SAN CRISTOBAL DE LAS CASAS 01",28,561,146,4,711
707702,7,"CHIAPAS",77,"SAN CRISTOBAL DE LAS CASAS","SAN CRISTOBAL DE LAS CASAS 02",28,81,7,2,90
707801,7,"CHIAPAS",78,"SAN FERNANDO","SAN FERNANDO 01",28,168,1,0,169
707901,7,"CHIAPAS",79,"SAN JUAN CANCUC","SAN JUAN CANCUC 01",28,,,,
708101,7,"CHIAPAS",81,"SILTEPEC","SILTEPEC 01",28,64,1,0,65
708201,7,"CHIAPAS",82,"SIMOJOVEL","SIMOJOVEL 01",28,139,5,0,144
708701,7,"CHIAPAS",87,"SUCHIAPA","SUCHIAPA 01",28,83,4,0,87
708801,7,"CHIAPAS",88,"SUCHIATE","SUCHIATE 01",28,88,22,2,112
709001,7,"CHIAPAS",90,"TAPACHULA","TAPACHULA 01",28,397,69,1,467
709002,7,"CHIAPAS",90,"TAPACHULA","TAPACHULA 02",28,208,18,2,228
709003,7,"CHIAPAS",90,"TAPACHULA","TAPACHULA 03",28,199,35,2,236
709301,7,"CHIAPAS",93,"TECPATAN","TECPATAN 01",28,45,5,0,50
709401,7,"CHIAPAS",94,"TENEJAPA","TENEJAPA 01",28,45,8,0,53
709501,7,"CHIAPAS",95,"TEOPISCA","TEOPISCA 01",28,49,4,0,53
709601,7,"CHIAPAS",96,"TILA","TILA 01",28,35,5,0,40
709701,7,"CHIAPAS",97,"TONALA","TONALA 01",28,320,19,0,339
709901,7,"CHIAPAS",99,"LA TRINITARIA","LA TRINITARIA 01",28,65,7,0,72
710001,7,"CHIAPAS",100,"TUMBALA","TUMBALA 01",28,147,23,6,176
710101,7,"CHIAPAS",101,"TUXTLA CHICO","TUXTLA CHICO 01",28,117,7,0,124
710201,7,"CHIAPAS",102,"TUXTLA GUTIERREZ","TUXTLA GUTIERREZ 01",28,209,53,4,266
710202,7,"CHIAPAS",102,"TUXTLA GUTIERREZ","TUXTLA GUTIERREZ 02",28,418,75,2,495
710203,7,"CHIAPAS",102,"TUXTLA GUTIERREZ","TUXTLA GUTIERREZ 03",28,167,28,1,196
710204,7,"CHIAPAS",102,"TUXTLA GUTIERREZ","TUXTLA GUTIERREZ 04",28,272,45,1,318
710205,7,"CHIAPAS",102,"TUXTLA GUTIERREZ","TUXTLA GUTIERREZ 05",28,354,59,0,413
710206,7,"CHIAPAS",102,"TUXTLA GUTIERREZ","TUXTLA GUTIERREZ 06",28,384,97,4,485
710207,7,"CHIAPAS",102,"TUXTLA GUTIERREZ","TUXTLA GUTIERREZ 07",28,131,46,0,177
710301,7,"CHIAPAS",103,"TUZANTAN","TUZANTAN 01",28,84,7,1,92
710601,7,"CHIAPAS",106,"VENUSTIANO CARRANZA","VENUSTIANO CARRANZA 01",28,110,9,1,120
710701,7,"CHIAPAS",107,"VILLA COMALTITLAN","VILLA COMALTITLAN 01",28,56,12,0,68
710801,7,"CHIAPAS",108,"VILLA CORZO","VILLA CORZO 01",28,57,8,0,65
710901,7,"CHIAPAS",109,"VILLAFLORES","VILLAFLORES 01",28,93,13,0,106
711001,7,"CHIAPAS",110,"YAJALON","YAJALON 01",28,275,9,2,286
711101,7,"CHIAPAS",111,"ZINACANTAN","ZINACANTAN 01",28,14,5,0,19
801701,8,"CHIHUAHUA",17,"CUAUHTEMOC","CUAUHTEMOC 01",28,88,43,1,132
801702,8,"CHIHUAHUA",17,"CUAUHTEMOC","CUAUHTEMOC 02",28,90,54,1,145
801901,8,"CHIHUAHUA",19,"CHIHUAHUA","CHIHUAHUA 01",28,132,134,0,266
801902,8,"CHIHUAHUA",19,"CHIHUAHUA","CHIHUAHUA 02",28,38,38,0,76
801903,8,"CHIHUAHUA",19,"CHIHUAHUA","CHIHUAHUA 03",28,122,110,0,232
801904,8,"CHIHUAHUA",19,"CHIHUAHUA","CHIHUAHUA 04",28,138,124,2,264
801905,8,"CHIHUAHUA",19,"CHIHUAHUA","CHIHUAHUA 05",28,55,30,0,85
801906,8,"CHIHUAHUA",19,"CHIHUAHUA","CHIHUAHUA 06",28,75,36,0,111
801907,8,"CHIHUAHUA",19,"CHIHUAHUA","CHIHUAHUA 07",28,98,39,0,137
801908,8,"CHIHUAHUA",19,"CHIHUAHUA","CHIHUAHUA 08",28,28,10,0,38
801909,8,"CHIHUAHUA",19,"CHIHUAHUA","CHIHUAHUA 09",28,93,77,0,170
801910,8,"CHIHUAHUA",19,"CHIHUAHUA","CHIHUAHUA 10",28,26,24,0,50
802101,8,"CHIHUAHUA",21,"DELICIAS","DELICIAS 01",28,220,49,0,269
803201,8,"CHIHUAHUA",32,"HIDALGO DEL PARRAL","HIDALGO DEL PARRAL 01",28,87,45,0,132
803701,8,"CHIHUAHUA",37,"JUAREZ","JUAREZ 01",28,206,66,1,273
803702,8,"CHIHUAHUA",37,"JUAREZ","JUAREZ 02",28,80,82,1,163
803703,8,"CHIHUAHUA",37,"JUAREZ","JUAREZ 03",28,160,19,0,179
803704,8,"CHIHUAHUA",37,"JUAREZ","JUAREZ 04",28,159,68,0,227
803705,8,"CHIHUAHUA",37,"JUAREZ","JUAREZ 05",28,101,34,1,136
803706,8,"CHIHUAHUA",37,"JUAREZ","JUAREZ 06",28,183,98,0,281
803707,8,"CHIHUAHUA",37,"JUAREZ","JUAREZ 07",28,27,23,0,50
803708,8,"CHIHUAHUA",37,"JUAREZ","JUAREZ 08",28,256,138,1,395
803709,8,"CHIHUAHUA",37,"JUAREZ","JUAREZ 09",28,108,18,0,126
803710,8,"CHIHUAHUA",37,"JUAREZ","JUAREZ 10",28,215,26,0,241
900201,9,"CD MEXICO",2,"AZCAPOTZALCO","AZCAPOTZALCO 01",28,191,49,0,240
900202,9,"CD MEXICO",2,"AZCAPOTZALCO","AZCAPOTZALCO 02",28,544,188,2,734
900203,9,"CD MEXICO",2,"AZCAPOTZALCO","AZCAPOTZALCO 03",28,1248,318,26,1592
900204,9,"CD MEXICO",2,"AZCAPOTZALCO","AZCAPOTZALCO 04",28,223,81,2,306
900205,9,"CD MEXICO",2,"AZCAPOTZALCO","AZCAPOTZALCO 05",28,196,59,3,258
900206,9,"CD MEXICO",2,"AZCAPOTZALCO","AZCAPOTZALCO 06",28,510,184,8,702
900301,9,"CD MEXICO",3,"COYOACAN","COYOACAN 01",28,1790,1081,30,2901
900302,9,"CD MEXICO",3,"COYOACAN","COYOACAN 02",28,544,250,1,795
900303,9,"CD MEXICO",3,"COYOACAN","COYOACAN 03",28,577,116,3,696
900304,9,"CD MEXICO",3,"COYOACAN","COYOACAN 04",28,672,116,8,796
900305,9,"CD MEXICO",3,"COYOACAN","COYOACAN 05",28,773,340,2,1115
900306,9,"CD MEXICO",3,"COYOACAN","COYOACAN 06",28,661,177,9,847
900307,9,"CD MEXICO",3,"COYOACAN","COYOACAN 07",28,325,152,9,486
900308,9,"CD MEXICO",3,"COYOACAN","COYOACAN 08",28,708,273,7,988
900309,9,"CD MEXICO",3,"COYOACAN","COYOACAN 09",28,753,357,5,1115
900401,9,"CD MEXICO",4,"CUAJIMALPA DE MORELOS","CUAJIMALPA DE MORELOS 01",28,121,84,1,206
900402,9,"CD MEXICO",4,"CUAJIMALPA DE MORELOS","CUAJIMALPA DE MORELOS 02",28,495,463,1,959
900501,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 01",28,1127,261,7,1395
900502,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 02",28,1013,216,16,1245
900503,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 03",28,687,157,6,850
900504,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 04",28,962,356,10,1328
900505,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 05",28,316,68,2,386
900506,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 06",28,323,76,0,399
900507,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 07",28,1127,261,7,1395
900508,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 08",28,732,196,2,930
900509,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 09",28,339,249,2,590
900510,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 10",28,422,158,6,586
900601,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 01",28,421,183,3,607
900602,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 02",28,407,145,5,557
900603,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 03",28,675,171,4,850
900604,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 04",28,732,178,5,915
900605,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 05",28,812,212,8,1032
900606,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 06",28,289,119,1,409
900701,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 01",28,962,206,15,1183
900702,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 02",28,706,148,11,865
900703,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 03",28,735,81,5,821
900704,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 04",28,391,83,0,474
900705,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 05",28,380,66,3,449
900706,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 06",28,377,81,3,461
900707,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 07",28,638,134,7,779
900708,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 08",28,354,87,6,447
900709,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 09",28,552,109,3,664
900710,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 10",28,848,167,4,1019
900801,9,"CD MEXICO",8,"LA MAGDALENA CONTRERAS","LA MAGDALENA CONTRERAS 01",28,374,109,1,484
900802,9,"CD MEXICO",8,"LA MAGDALENA CONTRERAS","LA MAGDALENA CONTRERAS 02",28,525,122,4,651
900803,9,"CD MEXICO",8,"LA MAGDALENA CONTRERAS","LA MAGDALENA CONTRERAS 03",28,333,289,4,626
900901,9,"CD MEXICO",9,"MILPA ALTA","MILPA ALTA 01",28,587,67,5,659
901001,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 01",28,131,45,3,179
901002,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 02",28,180,28,0,208
901003,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 03",28,328,84,1,413
901004,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 04",28,311,405,2,718
