"idcasilla","entidad","estado","id_municipio","municipio","casilla","dia","Opcion1_Actual_mas_Toluca_y_StLucia","Opcion2_continuar_construccion_en_texcoco","nulos","total"
2000201,20,"OAXACA",2,"ACATLAN DE PEREZ FIGUEROA","ACATLAN DE PEREZ FIGUEROA 01",25,52,8,1,61
2002801,20,"OAXACA",28,"HEROICA CIUDAD DE EJUTLA DE CRESPO","HEROICA CIUDAD DE EJUTLA DE CRESPO 01",25,43,7,1,51
2003701,20,"OAXACA",37,"HEROICA CIUDAD DE HUAJUAPAN DE LEON","HEROICA CIUDAD DE HUAJUAPAN DE LEON 01",25,218,48,2,268
2003901,20,"OAXACA",39,"HUAUTLA DE JIMENEZ","HUAUTLA DE JIMENEZ 01",25,39,11,0,50
2004101,20,"OAXACA",41,"CIUDAD IXTEPEC","CIUDAD IXTEPEC 01",25,186,20,2,208
2004301,20,"OAXACA",43,"JUCHITAN DE ZARAGOZA","JUCHITAN DE ZARAGOZA 01",25,221,35,1,257
2004401,20,"OAXACA",44,"LOMA BONITA","LOMA BONITA 01",25,78,16,0,94
2005701,20,"OAXACA",57,"MATIAS ROMERO AVENDAÑO","MATIAS ROMERO AVENDAÑO 01",25,52,7,1,60
2005901,20,"OAXACA",59,"MIAHUATLAN DE PORFIRIO DIAZ","MIAHUATLAN DE PORFIRIO DIAZ 01",25,133,37,2,172
2006601,20,"OAXACA",66,"OAXACA DE JUAREZ","OAXACA DE JUAREZ 01",25,295,88,0,383
2006602,20,"OAXACA",66,"OAXACA DE JUAREZ","OAXACA DE JUAREZ 02",25,393,177,0,570
2006603,20,"OAXACA",66,"OAXACA DE JUAREZ","OAXACA DE JUAREZ 03",25,794,208,5,1007
2006701,20,"OAXACA",67,"OCOTLAN DE MORELOS","OCOTLAN DE MORELOS 01",25,100,16,0,116
2007101,20,"OAXACA",71,"PUTLA VILLA DE GUERRERO","PUTLA VILLA DE GUERRERO 01",25,85,10,0,95
2007601,20,"OAXACA",76,"SALINA CRUZ","SALINA CRUZ 01",25,340,44,0,384
2008201,20,"OAXACA",82,"SAN AGUSTIN LOXICHA","SAN AGUSTIN LOXICHA 01",25,22,1,0,23
2010401,20,"OAXACA",104,"SAN ANTONIO DE LA CAL","SAN ANTONIO DE LA CAL 01",25,45,8,0,53
2013101,20,"OAXACA",131,"SAN FELIPE JALAPA DE DIAZ","SAN FELIPE JALAPA DE DIAZ 01",25,22,15,2,39
2018201,20,"OAXACA",182,"SAN JUAN BAUTISTA TUXTEPEC","SAN JUAN BAUTISTA TUXTEPEC 01",25,206,70,0,276
2018301,20,"OAXACA",183,"SAN JUAN BAUTISTA VALLE NACIONAL","SAN JUAN BAUTISTA VALLE NACIONAL 01",25,105,10,0,115
2019201,20,"OAXACA",192,"SAN JUAN COTZOCON","SAN JUAN COTZOCON 01",25,15,8,0,23
2019901,20,"OAXACA",199,"SAN JUAN GUICHICOVI","SAN JUAN GUICHICOVI 01",25,11,5,0,16
2023201,20,"OAXACA",232,"SAN LUCAS OJITLAN","SAN LUCAS OJITLAN 01",25,33,16,0,49
2027601,20,"OAXACA",276,"SAN MIGUEL SOYALTEPEC","SAN MIGUEL SOYALTEPEC 01",25,63,9,1,73
2031601,20,"OAXACA",316,"SAN PEDRO MIXTEPEC -DTO. 22 -","SAN PEDRO MIXTEPEC -DTO. 22 - 01",25,154,36,4,194
2032201,20,"OAXACA",322,"SAN PEDRO POCHUTLA","SAN PEDRO POCHUTLA 01",25,112,23,1,136
2033201,20,"OAXACA",332,"VILLA DE TUTUTEPEC DE MELCHOR OCAMPO","VILLA DE TUTUTEPEC DE MELCHOR OCAMPO 01",25,84,8,0,92
2038601,20,"OAXACA",386,"SANTA CRUZ XOXOCOTLAN","SANTA CRUZ XOXOCOTLAN 01",25,151,38,1,190
2039201,20,"OAXACA",392,"SANTA LUCIA DEL CAMINO","SANTA LUCIA DEL CAMINO 01",25,171,32,2,205
2040001,20,"OAXACA",400,"SANTA MARIA ATZOMPA","SANTA MARIA ATZOMPA 01",25,62,5,0,67
2040601,20,"OAXACA",406,"SANTA MARIA COLOTEPEC","SANTA MARIA COLOTEPEC 01",25,41,1,0,42
2041401,20,"OAXACA",414,"SANTA MARIA HUATULCO","SANTA MARIA HUATULCO 01",25,51,15,0,66
2044001,20,"OAXACA",440,"SANTA MARIA TONAMECA","SANTA MARIA TONAMECA 01",25,76,1,0,77
2047001,20,"OAXACA",470,"SANTIAGO JUXTLAHUACA","SANTIAGO JUXTLAHUACA 01",25,27,10,0,37
2048401,20,"OAXACA",484,"SANTIAGO PINOTEPA NACIONAL","SANTIAGO PINOTEPA NACIONAL 01",25,182,29,1,212
2051501,20,"OAXACA",515,"SANTO DOMINGO TEHUANTEPEC","SANTO DOMINGO TEHUANTEPEC 01",25,209,23,0,232
2055001,20,"OAXACA",550,"TLACOLULA DE MATAMOROS","TLACOLULA DE MATAMOROS 01",25,95,21,0,116
2055301,20,"OAXACA",553,"HEROICA CIUDAD DE TLAXIACO","HEROICA CIUDAD DE TLAXIACO 01",25,170,34,2,206
2056601,20,"OAXACA",566,"VILLA DE ZAACHILA","VILLA DE ZAACHILA 01",25,148,46,2,196
2057001,20,"OAXACA",570,"ZIMATLAN DE ALVAREZ","ZIMATLAN DE ALVAREZ 01",25,95,20,0,115
2100101,21,"PUEBLA",1,"ACAJETE","ACAJETE 01",25,25,3,0,28
2100401,21,"PUEBLA",4,"ACATZINGO","ACATZINGO 01",25,75,27,3,105
2101001,21,"PUEBLA",10,"AJALPAN","AJALPAN 01",25,67,5,0,72
2101501,21,"PUEBLA",15,"AMOZOC","AMOZOC 01",25,84,28,0,112
2101901,21,"PUEBLA",19,"ATLIXCO","ATLIXCO 01",25,318,98,5,421
2103501,21,"PUEBLA",35,"CORONANGO","CORONANGO 01",25,65,21,0,86
2104201,21,"PUEBLA",42,"CUAUTLANCINGO","CUAUTLANCINGO 01",25,95,92,0,187
2104401,21,"PUEBLA",44,"CUETZALAN DEL PROGRESO","CUETZALAN DEL PROGRESO 01",25,136,36,0,172
2104601,21,"PUEBLA",46,"CHALCHICOMULA DE SESMA","CHALCHICOMULA DE SESMA 01",25,164,43,1,208
2105401,21,"PUEBLA",54,"CHIGNAHUAPAN","CHIGNAHUAPAN 01",25,122,54,0,176
2107201,21,"PUEBLA",72,"HUAUCHINANGO","HUAUCHINANGO 01",25,255,62,5,322
2107601,21,"PUEBLA",76,"HUEJOTZINGO","HUEJOTZINGO 01",25,122,43,1,166
2108701,21,"PUEBLA",87,"IZUCAR DE MATAMOROS","IZUCAR DE MATAMOROS 01",25,235,51,2,288
2111501,21,"PUEBLA",115,"PUEBLA","PUEBLA 01",25,547,243,6,796
2111502,21,"PUEBLA",115,"PUEBLA","PUEBLA 02",25,651,331,10,992
2111503,21,"PUEBLA",115,"PUEBLA","PUEBLA 03",25,0,0,0,0
2111504,21,"PUEBLA",115,"PUEBLA","PUEBLA 04",25,357,167,6,530
2111505,21,"PUEBLA",115,"PUEBLA","PUEBLA 05",25,348,184,10,542
2111506,21,"PUEBLA",115,"PUEBLA","PUEBLA 06",25,479,285,4,768
2111507,21,"PUEBLA",115,"PUEBLA","PUEBLA 07",25,325,210,2,537
2111508,21,"PUEBLA",115,"PUEBLA","PUEBLA 08",25,186,38,1,225
2111509,21,"PUEBLA",115,"PUEBLA","PUEBLA 09",25,311,140,2,453
2111510,21,"PUEBLA",115,"PUEBLA","PUEBLA 10",25,382,433,3,818
2111601,21,"PUEBLA",116,"QUECHOLAC","QUECHOLAC 01",25,53,8,0,61
2112001,21,"PUEBLA",120,"SAN ANDRES CHOLULA","SAN ANDRES CHOLULA 01",25,138,97,1,236
2113301,21,"PUEBLA",133,"SAN MARTIN TEXMELUCAN","SAN MARTIN TEXMELUCAN 01",25,257,69,0,326
2114101,21,"PUEBLA",141,"SAN PEDRO CHOLULA","SAN PEDRO CHOLULA 01",25,208,179,2,389
2115301,21,"PUEBLA",153,"TECAMACHALCO","TECAMACHALCO 01",25,100,22,0,122
2115501,21,"PUEBLA",155,"TEHUACAN","TEHUACAN 01",25,189,84,0,273
2115502,21,"PUEBLA",155,"TEHUACAN","TEHUACAN 02",25,339,118,0,457
2115503,21,"PUEBLA",155,"TEHUACAN","TEHUACAN 03",25,242,80,3,325
2116301,21,"PUEBLA",163,"TEPEACA","TEPEACA 01",25,82,13,0,95
2117301,21,"PUEBLA",173,"TEZIUTLAN","TEZIUTLAN 01",25,200,162,2,364
2117601,21,"PUEBLA",176,"TLACOTEPEC DE BENITO JUAREZ","TLACOTEPEC DE BENITO JUAREZ 01",25,118,23,1,142
2118601,21,"PUEBLA",186,"TLATLAUQUITEPEC","TLATLAUQUITEPEC 01",25,108,74,7,189
2119701,21,"PUEBLA",197,"XICOTEPEC","XICOTEPEC 01",25,128,128,2,258
2120701,21,"PUEBLA",207,"ZACAPOAXTLA","ZACAPOAXTLA 01",25,97,63,2,162
2120801,21,"PUEBLA",208,"ZACATLAN","ZACATLAN 01",25,137,118,12,267
2200501,22,"QUERETARO",5,"CORREGIDORA","CORREGIDORA 01",25,180,205,4,389
2201001,22,"QUERETARO",10,"EL MARQUES","EL MARQUES 01",25,79,84,4,167
2201401,22,"QUERETARO",14,"QUERETARO","QUERETARO 01",25,348,309,0,657
2201402,22,"QUERETARO",14,"QUERETARO","QUERETARO 02",25,154,166,0,320
2201403,22,"QUERETARO",14,"QUERETARO","QUERETARO 03",25,174,257,2,433
2201404,22,"QUERETARO",14,"QUERETARO","QUERETARO 04",25,219,201,7,427
2201405,22,"QUERETARO",14,"QUERETARO","QUERETARO 05",25,338,359,7,704
2201406,22,"QUERETARO",14,"QUERETARO","QUERETARO 06",25,72,139,0,211
2201407,22,"QUERETARO",14,"QUERETARO","QUERETARO 07",25,57,74,0,131
2201408,22,"QUERETARO",14,"QUERETARO","QUERETARO 08",25,119,37,0,156
2201409,22,"QUERETARO",14,"QUERETARO","QUERETARO 09",25,119,37,0,156
2201410,22,"QUERETARO",14,"QUERETARO","QUERETARO 10",25,298,251,2,551
2201601,22,"QUERETARO",16,"SAN JUAN DEL RIO","SAN JUAN DEL RIO 01",25,211,127,5,343
2201602,22,"QUERETARO",16,"SAN JUAN DEL RIO","SAN JUAN DEL RIO 02",25,156,93,0,249
2201603,22,"QUERETARO",16,"SAN JUAN DEL RIO","SAN JUAN DEL RIO 03",25,99,85,9,193
2300101,23,"QUINTANA ROO",1,"BENITO JUAREZ","BENITO JUAREZ 01",25,131,54,1,186
2300102,23,"QUINTANA ROO",1,"BENITO JUAREZ","BENITO JUAREZ 02",25,302,149,2,453
2300103,23,"QUINTANA ROO",1,"BENITO JUAREZ","BENITO JUAREZ 03",25,145,88,1,234
2300104,23,"QUINTANA ROO",1,"BENITO JUAREZ","BENITO JUAREZ 04",25,97,193,3,293
2300105,23,"QUINTANA ROO",1,"BENITO JUAREZ","BENITO JUAREZ 05",25,116,95,1,212
2300106,23,"QUINTANA ROO",1,"BENITO JUAREZ","BENITO JUAREZ 06",25,120,79,0,199
2300107,23,"QUINTANA ROO",1,"BENITO JUAREZ","BENITO JUAREZ 07",25,88,86,0,174
2300108,23,"QUINTANA ROO",1,"BENITO JUAREZ","BENITO JUAREZ 08",25,104,25,2,131
2300201,23,"QUINTANA ROO",2,"COZUMEL","COZUMEL 01",25,129,84,1,214
2300301,23,"QUINTANA ROO",3,"FELIPE CARRILLO PUERTO","FELIPE CARRILLO PUERTO 01",25,149,17,1,167
2300401,23,"QUINTANA ROO",4,"ISLA MUJERES","ISLA MUJERES 01",25,53,55,1,109
2300501,23,"QUINTANA ROO",5,"JOSE MARIA MORELOS","JOSE MARIA MORELOS 01",25,60,17,2,79
2300601,23,"QUINTANA ROO",6,"LAZARO CARDENAS","LAZARO CARDENAS 01",25,67,4,0,71
2300701,23,"QUINTANA ROO",7,"OTHON P. BLANCO","OTHON P. BLANCO 01",25,86,28,0,114
2300702,23,"QUINTANA ROO",7,"OTHON P. BLANCO","OTHON P. BLANCO 02",25,70,27,0,97
2300703,23,"QUINTANA ROO",7,"OTHON P. BLANCO","OTHON P. BLANCO 03",25,118,52,1,171
2300801,23,"QUINTANA ROO",8,"SOLIDARIDAD","SOLIDARIDAD 01",25,215,128,7,350
2300802,23,"QUINTANA ROO",8,"SOLIDARIDAD","SOLIDARIDAD 02",25,85,30,0,115
2401301,24,"SAN LUIS POTOSI",13,"CIUDAD VALLES","CIUDAD VALLES 01",25,74,29,0,103
2401302,24,"SAN LUIS POTOSI",13,"CIUDAD VALLES","CIUDAD VALLES 02",25,146,63,0,209
2402001,24,"SAN LUIS POTOSI",20,"MATEHUALA","MATEHUALA 01",25,91,43,1,135
2402401,24,"SAN LUIS POTOSI",24,"RIOVERDE","RIOVERDE 01",25,130,51,1,182
2402801,24,"SAN LUIS POTOSI",28,"SAN LUIS POTOSI","SAN LUIS POTOSI 01",25,92,56,1,149
2402802,24,"SAN LUIS POTOSI",28,"SAN LUIS POTOSI","SAN LUIS POTOSI 02",25,443,362,9,814
2402803,24,"SAN LUIS POTOSI",28,"SAN LUIS POTOSI","SAN LUIS POTOSI 03",25,148,290,2,440
2402804,24,"SAN LUIS POTOSI",28,"SAN LUIS POTOSI","SAN LUIS POTOSI 04",25,443,362,9,814
2402805,24,"SAN LUIS POTOSI",28,"SAN LUIS POTOSI","SAN LUIS POTOSI 05",25,110,87,0,197
2402806,24,"SAN LUIS POTOSI",28,"SAN LUIS POTOSI","SAN LUIS POTOSI 06",25,46,331,1,378
2402807,24,"SAN LUIS POTOSI",28,"SAN LUIS POTOSI","SAN LUIS POTOSI 07",25,94,64,2,160
2402808,24,"SAN LUIS POTOSI",28,"SAN LUIS POTOSI","SAN LUIS POTOSI 08",25,49,35,2,86
2402809,24,"SAN LUIS POTOSI",28,"SAN LUIS POTOSI","SAN LUIS POTOSI 09",25,74,41,0,115
2403501,24,"SAN LUIS POTOSI",35,"SOLEDAD DE GRACIANO SANCHEZ","SOLEDAD DE GRACIANO SANCHEZ 01",25,79,17,3,99
2403502,24,"SAN LUIS POTOSI",35,"SOLEDAD DE GRACIANO SANCHEZ","SOLEDAD DE GRACIANO SANCHEZ 02",25,34,12,0,46
2403503,24,"SAN LUIS POTOSI",35,"SOLEDAD DE GRACIANO SANCHEZ","SOLEDAD DE GRACIANO SANCHEZ 03",25,44,18,0,62
2403701,24,"SAN LUIS POTOSI",37,"TAMAZUNCHALE","TAMAZUNCHALE 01",25,197,28,1,226
2500101,25,"SINALOA",1,"AHOME","AHOME 01",25,167,42,0,209
2500102,25,"SINALOA",1,"AHOME","AHOME 02",25,87,35,0,122
2500103,25,"SINALOA",1,"AHOME","AHOME 03",25,24,18,0,42
2500104,25,"SINALOA",1,"AHOME","AHOME 04",25,16,4,0,20
2500105,25,"SINALOA",1,"AHOME","AHOME 05",25,33,9,0,42
2500601,25,"SINALOA",6,"CULIACAN","CULIACAN 01",25,50,50,2,102
2500602,25,"SINALOA",6,"CULIACAN","CULIACAN 02",25,50,50,2,102
2500603,25,"SINALOA",6,"CULIACAN","CULIACAN 03",25,388,120,1,509
2500604,25,"SINALOA",6,"CULIACAN","CULIACAN 04",25,244,58,0,302
2500605,25,"SINALOA",6,"CULIACAN","CULIACAN 05",25,62,32,0,94
2500606,25,"SINALOA",6,"CULIACAN","CULIACAN 06",25,48,36,0,84
2500607,25,"SINALOA",6,"CULIACAN","CULIACAN 07",25,36,28,0,64
2500608,25,"SINALOA",6,"CULIACAN","CULIACAN 08",25,48,8,0,56
2500609,25,"SINALOA",6,"CULIACAN","CULIACAN 09",25,37,7,0,44
2500610,25,"SINALOA",6,"CULIACAN","CULIACAN 10",25,132,76,2,210
2501001,25,"SINALOA",10,"EL FUERTE","EL FUERTE 01",25,78,21,0,99
2501101,25,"SINALOA",11,"GUASAVE","GUASAVE 01",25,71,15,3,89
2501102,25,"SINALOA",11,"GUASAVE","GUASAVE 02",25,124,49,0,173
2501103,25,"SINALOA",11,"GUASAVE","GUASAVE 03",25,55,10,2,67
2501201,25,"SINALOA",12,"MAZATLAN","MAZATLAN 01",25,285,143,0,428
2501202,25,"SINALOA",12,"MAZATLAN","MAZATLAN 02",25,214,53,3,270
2501203,25,"SINALOA",12,"MAZATLAN","MAZATLAN 03",25,120,52,1,173
2501204,25,"SINALOA",12,"MAZATLAN","MAZATLAN 04",25,69,14,2,85
2501205,25,"SINALOA",12,"MAZATLAN","MAZATLAN 05",25,113,13,0,126
2501501,25,"SINALOA",15,"SALVADOR ALVARADO","SALVADOR ALVARADO 01",25,83,21,0,104
2501701,25,"SINALOA",17,"SINALOA","SINALOA 01",25,85,2,0,87
2501801,25,"SINALOA",18,"NAVOLATO","NAVOLATO 01",25,66,21,0,87
2600201,26,"SONORA",2,"AGUA PRIETA","AGUA PRIETA 01",25,84,30,1,115
2603001,26,"SONORA",30,"NOGALES","NOGALES 01",25,110,55,0,165
2603002,26,"SONORA",30,"NOGALES","NOGALES 02",25,37,20,1,58
2603003,26,"SONORA",30,"NOGALES","NOGALES 03",25,60,37,0,97
2604601,26,"SONORA",46,"CABORCA","CABORCA 01",25,86,54,0,140
2604901,26,"SONORA",49,"HERMOSILLO","HERMOSILLO 01",25,191,85,1,277
2604902,26,"SONORA",49,"HERMOSILLO","HERMOSILLO 02",25,57,44,0,101
2604903,26,"SONORA",49,"HERMOSILLO","HERMOSILLO 03",25,59,41,2,102
2604904,26,"SONORA",49,"HERMOSILLO","HERMOSILLO 04",25,112,54,1,167
2604905,26,"SONORA",49,"HERMOSILLO","HERMOSILLO 05",25,173,161,1,335
2604906,26,"SONORA",49,"HERMOSILLO","HERMOSILLO 06",25,286,108,1,395
2604907,26,"SONORA",49,"HERMOSILLO","HERMOSILLO 07",25,79,25,1,105
2604908,26,"SONORA",49,"HERMOSILLO","HERMOSILLO 08",25,63,34,1,98
2604909,26,"SONORA",49,"HERMOSILLO","HERMOSILLO 09",25,68,37,1,106
2605501,26,"SONORA",55,"SAN LUIS RIO COLORADO","SAN LUIS RIO COLORADO 01",25,134,55,2,191
2605502,26,"SONORA",55,"SAN LUIS RIO COLORADO","SAN LUIS RIO COLORADO 02",25,109,18,0,127
2605901,26,"SONORA",59,"CAJEME","CAJEME 01",25,192,60,1,253
2605902,26,"SONORA",59,"CAJEME","CAJEME 02",25,88,32,1,121
2605903,26,"SONORA",59,"CAJEME","CAJEME 03",25,70,35,1,106
2605904,26,"SONORA",59,"CAJEME","CAJEME 04",25,174,44,0,218
2605905,26,"SONORA",59,"CAJEME","CAJEME 05",25,265,39,2,306
2606101,26,"SONORA",61,"GUAYMAS","GUAYMAS 01",25,196,47,0,243
2606501,26,"SONORA",65,"NAVOJOA","NAVOJOA 01",25,129,44,0,173
2700101,27,"TABASCO",1,"BALANCAN","BALANCAN 01",25,397,19,2,418
2700201,27,"TABASCO",2,"CARDENAS","CARDENAS 01",25,824,6,76,906
2700202,27,"TABASCO",2,"CARDENAS","CARDENAS 02",25,139,3,1,143
2700301,27,"TABASCO",3,"CENTLA","CENTLA 01",25,321,26,0,347
2700401,27,"TABASCO",4,"CENTRO","CENTRO 01",25,387,42,45,474
2700402,27,"TABASCO",4,"CENTRO","CENTRO 02",25,387,42,32,461
2700403,27,"TABASCO",4,"CENTRO","CENTRO 03",25,348,70,4,422
2700404,27,"TABASCO",4,"CENTRO","CENTRO 04",25,279,24,1,304
2700405,27,"TABASCO",4,"CENTRO","CENTRO 05",25,396,38,0,434
2700406,27,"TABASCO",4,"CENTRO","CENTRO 06",25,336,48,45,429
2700407,27,"TABASCO",4,"CENTRO","CENTRO 07",25,371,29,0,400
2700408,27,"TABASCO",4,"CENTRO","CENTRO 08",25,279,24,1,304
2700501,27,"TABASCO",5,"COMALCALCO","COMALCALCO 01",25,384,15,1,400
2700502,27,"TABASCO",5,"COMALCALCO","COMALCALCO 02",25,381,17,2,400
2700601,27,"TABASCO",6,"CUNDUACAN","CUNDUACAN 01",25,433,27,140,600
2700701,27,"TABASCO",7,"EMILIANO ZAPATA","EMILIANO ZAPATA 01",25,183,14,0,197
2700801,27,"TABASCO",8,"HUIMANGUILLO","HUIMANGUILLO 01",25,505,51,1,557
2700802,27,"TABASCO",8,"HUIMANGUILLO","HUIMANGUILLO 02",25,386,12,2,400
2700901,27,"TABASCO",9,"JALAPA","JALAPA 01",25,292,49,6,347
2701001,27,"TABASCO",10,"JALPA DE MENDEZ","JALPA DE MENDEZ 01",25,403,3,17,423
2701101,27,"TABASCO",11,"JONUTA","JONUTA 01",25,192,15,0,207
2701201,27,"TABASCO",12,"MACUSPANA","MACUSPANA 01",25,463,10,7,480
2701301,27,"TABASCO",13,"NACAJUCA","NACAJUCA 01",25,327,27,0,354
2701401,27,"TABASCO",14,"PARAISO","PARAISO 01",25,455,7,74,536
2701501,27,"TABASCO",15,"TACOTALPA","TACOTALPA 01",25,355,35,0,390
2701601,27,"TABASCO",16,"TEAPA","TEAPA 01",25,250,46,0,296
2701701,27,"TABASCO",17,"TENOSIQUE","TENOSIQUE 01",25,479,72,4,555
2800301,28,"TAMAULIPAS",3,"ALTAMIRA","ALTAMIRA 01",25,125,61,0,186
2800302,28,"TAMAULIPAS",3,"ALTAMIRA","ALTAMIRA 02",25,66,7,0,73
2800901,28,"TAMAULIPAS",9,"CIUDAD MADERO","CIUDAD MADERO 01",25,161,153,3,317
2800902,28,"TAMAULIPAS",9,"CIUDAD MADERO","CIUDAD MADERO 02",25,341,82,2,425
2802101,28,"TAMAULIPAS",21,"EL MANTE","EL MANTE 01",25,98,54,2,154
2802201,28,"TAMAULIPAS",22,"MATAMOROS","MATAMOROS 01",25,279,134,0,413
2802202,28,"TAMAULIPAS",22,"MATAMOROS","MATAMOROS 02",25,51,12,0,63
2802203,28,"TAMAULIPAS",22,"MATAMOROS","MATAMOROS 03",25,87,38,1,126
2802204,28,"TAMAULIPAS",22,"MATAMOROS","MATAMOROS 04",25,74,33,0,107
2802205,28,"TAMAULIPAS",22,"MATAMOROS","MATAMOROS 05",25,79,44,0,123
2802206,28,"TAMAULIPAS",22,"MATAMOROS","MATAMOROS 06",25,44,12,1,57
2802701,28,"TAMAULIPAS",27,"NUEVO LAREDO","NUEVO LAREDO 01",25,65,32,0,97
2802702,28,"TAMAULIPAS",27,"NUEVO LAREDO","NUEVO LAREDO 02",25,34,40,1,75
2802703,28,"TAMAULIPAS",27,"NUEVO LAREDO","NUEVO LAREDO 03",25,125,77,3,205
2802704,28,"TAMAULIPAS",27,"NUEVO LAREDO","NUEVO LAREDO 04",25,97,80,2,179
2802705,28,"TAMAULIPAS",27,"NUEVO LAREDO","NUEVO LAREDO 05",25,50,38,0,88
2803201,28,"TAMAULIPAS",32,"REYNOSA","REYNOSA 01",25,122,35,1,158
2803202,28,"TAMAULIPAS",32,"REYNOSA","REYNOSA 02",25,259,113,3,375
2803203,28,"TAMAULIPAS",32,"REYNOSA","REYNOSA 03",25,40,6,0,46
2803204,28,"TAMAULIPAS",32,"REYNOSA","REYNOSA 04",25,216,84,3,303
2803205,28,"TAMAULIPAS",32,"REYNOSA","REYNOSA 05",25,47,11,0,58
2803206,28,"TAMAULIPAS",32,"REYNOSA","REYNOSA 06",25,85,26,1,112
2803207,28,"TAMAULIPAS",32,"REYNOSA","REYNOSA 07",25,70,20,0,90
2803208,28,"TAMAULIPAS",32,"REYNOSA","REYNOSA 08",25,14,1,0,15
2803301,28,"TAMAULIPAS",33,"RIO BRAVO","RIO BRAVO 01",25,85,23,1,109
2803801,28,"TAMAULIPAS",38,"TAMPICO","TAMPICO 01",25,133,55,1,189
2803802,28,"TAMAULIPAS",38,"TAMPICO","TAMPICO 02",25,60,62,0,122
2803803,28,"TAMAULIPAS",38,"TAMPICO","TAMPICO 03",25,278,130,0,408
2803804,28,"TAMAULIPAS",38,"TAMPICO","TAMPICO 04",25,247,206,0,453
2804101,28,"TAMAULIPAS",41,"VICTORIA","VICTORIA 01",25,143,83,1,227
2804102,28,"TAMAULIPAS",41,"VICTORIA","VICTORIA 02",25,164,127,1,292
2804103,28,"TAMAULIPAS",41,"VICTORIA","VICTORIA 03",25,102,71,2,175
2900301,29,"TLAXCALA",3,"APIZACO","APIZACO 01",25,302,209,2,513
2900601,29,"TLAXCALA",6,"CALPULALPAN","CALPULALPAN 01",25,98,77,0,175
2901001,29,"TLAXCALA",10,"CHIAUTEMPAN","CHIAUTEMPAN 01",25,191,80,1,272
2901301,29,"TLAXCALA",13,"HUAMANTLA","HUAMANTLA 01",25,206,69,3,278
2902501,29,"TLAXCALA",25,"SAN PABLO DEL MONTE","SAN PABLO DEL MONTE 01",25,106,32,0,138
2903301,29,"TLAXCALA",33,"TLAXCALA","TLAXCALA 01",25,377,232,3,612
2904401,29,"TLAXCALA",44,"ZACATELCO","ZACATELCO 01",25,144,52,2,198
3000301,30,"VERACRUZ",3,"ACAYUCAN","ACAYUCAN 01",25,270,60,0,330
3000401,30,"VERACRUZ",4,"ACTOPAN","ACTOPAN 01",25,41,21,0,62
3000801,30,"VERACRUZ",8,"ALAMO TEMAPACHE","ALAMO TEMAPACHE 01",25,105,78,1,184
3001001,30,"VERACRUZ",10,"ALTO LUCERO DE GUTIERREZ BARRIOS","ALTO LUCERO DE GUTIERREZ BARRIOS 01",25,38,20,0,58
3001101,30,"VERACRUZ",11,"ALTOTONGA","ALTOTONGA 01",25,132,43,0,175
3001201,30,"VERACRUZ",12,"ALVARADO","ALVARADO 01",25,56,30,1,87
3001401,30,"VERACRUZ",14,"AMATLAN DE LOS REYES","AMATLAN DE LOS REYES 01",25,45,11,0,56
3001501,30,"VERACRUZ",15,"NARANJOS AMATLAN","NARANJOS AMATLAN 01",25,101,28,0,129
3001601,30,"VERACRUZ",16,"ANGEL R. CABADA","ANGEL R. CABADA 01",25,43,6,1,50
3001701,30,"VERACRUZ",17,"LA ANTIGUA","LA ANTIGUA 01",25,122,33,0,155
3002201,30,"VERACRUZ",22,"ATOYAC","ATOYAC 01",25,67,11,0,78
3002401,30,"VERACRUZ",24,"ATZALAN","ATZALAN 01",25,49,6,0,55
3002601,30,"VERACRUZ",26,"AYAHUALULCO","AYAHUALULCO 01",25,17,7,0,24
3002701,30,"VERACRUZ",27,"BANDERILLA","BANDERILLA 01",25,56,20,0,76
3002901,30,"VERACRUZ",29,"BOCA DEL RIO","BOCA DEL RIO 01",25,67,190,0,257
3002902,30,"VERACRUZ",29,"BOCA DEL RIO","BOCA DEL RIO 02",25,140,168,2,310
3003101,30,"VERACRUZ",31,"CAMERINO Z. MENDOZA","CAMERINO Z. MENDOZA 01",25,179,51,1,231
3003301,30,"VERACRUZ",33,"CASTILLO DE TEAYO","CASTILLO DE TEAYO 01",25,128,9,0,137
3003401,30,"VERACRUZ",34,"CATEMACO","CATEMACO 01",25,61,16,0,77
3003501,30,"VERACRUZ",35,"CAZONES DE HERRERA","CAZONES DE HERRERA 01",25,33,13,0,46
3003601,30,"VERACRUZ",36,"CERRO AZUL","CERRO AZUL 01",25,139,31,1,171
3004001,30,"VERACRUZ",40,"COATEPEC","COATEPEC 01",25,220,118,5,343
3004101,30,"VERACRUZ",41,"COATZACOALCOS","COATZACOALCOS 01",25,355,106,5,466
3004102,30,"VERACRUZ",41,"COATZACOALCOS","COATZACOALCOS 02",25,127,46,0,173
3004103,30,"VERACRUZ",41,"COATZACOALCOS","COATZACOALCOS 03",25,224,66,1,291
3004104,30,"VERACRUZ",41,"COATZACOALCOS","COATZACOALCOS 04",25,194,71,2,267
3004201,30,"VERACRUZ",42,"COATZINTLA","COATZINTLA 01",25,42,18,1,61
3004601,30,"VERACRUZ",46,"CORDOBA","CORDOBA 01",25,357,183,2,542
3004602,30,"VERACRUZ",46,"CORDOBA","CORDOBA 02",25,67,39,1,107
